product_code,product_name,2026-08-18,2026-08-17,2026-08-16,2026-08-15,2026-08-14,2026-08-13,2026-08-12,2026-08-11
11787049,ESSENCORE KLEVV DDR4-3200 CL22 파인인포 (8GB),85300,85300,85300,85300,85300,85300,85300,85300
58107197,ESSENCORE KLEVV DDR5-5600 CL30 FIT V WHITE 서린 (16GB),356800,356800,356800,356800,356800,356800,356800,356800
92152220,ESSENCORE KLEVV DDR5-5600 CL30 FIT V 서린 (16GB),356900,356900,356900,356900,356900,356900,356900,356900
94638185,ESSENCORE KLEVV DDR5-5600 CL46 AMD 파인인포 (16GB),312700,312700,312700,312700,312700,312700,309990,310000
94638203,ESSENCORE KLEVV DDR5-5600 CL46 AMD 파인인포 (8GB),165940,165940,165940,165940,165940,165940,165940,165940
71216363,ESSENCORE KLEVV DDR5-5600 CL46 NEO 파인인포 (16GB),330852,330852,330852,330852,330852,,,
93074489,ESSENCORE KLEVV DDR5-5600 CL46 NEO 파인인포 (8GB),175000,177500,177500,177500,177500,177500,177500,177500
18965774,ESSENCORE KLEVV DDR5-5600 CL46 파인인포 (16GB),324500,324500,324500,324500,324500,324500,321650,324600
27913391,ESSENCORE KLEVV DDR5-5600 CL46 파인인포 (32GB),646850,646870,646990,647190,649710,649760,669920,667690
91188350,ESSENCORE KLEVV DDR5-6000 CL28 BOLT V WHITE 패키지 서린 (32GB(16Gx2)),801500,768470,768470,768470,801500,801500,801500,801500
