product_code,product_name
1304396,삼성전자 DDR3-1600 (4GB)
13057079,SK하이닉스 노트북 DDR4-2666 중고 (4GB)
13122602,삼성전자 DDR4-3200 (4GB)
13137278,타무즈 DDR4-3200 CL22 (8GB)
13137290,타무즈 DDR4-3200 CL22 (16GB)
13137302,타무즈 DDR4-3200 CL22 (32GB)
13137344,타무즈 노트북 DDR4-3200 CL22 (8GB)
13137365,타무즈 노트북 DDR4-3200 CL22 (16GB)
13137374,타무즈 노트북 DDR4-3200 CL22 (32GB)
13169489,삼성전자 DDR3-1600 ECC/REG 중고 (8GB)
13245098,CORSAIR DDR4-3200 CL16 VENGEANCE RGB PRO SL BLACK 패키지 (32GB(8Gx4))
13254080,HP DDR3-1333 중고 (4GB)
1331603,SK하이닉스 노트북 DDR3-1333 (4GB)
13432766,삼성전자 DDR4-3200 ECC/REG (16GB)
13432970,삼성전자 DDR4-3200 ECC/REG (32GB)
13433147,삼성전자 DDR4-3200 ECC/REG (64GB)
13460960,TeamGroup T-Force DDR4-3600 CL18 XTREEM ARGB 화이트 패키지 서린 (32GB(16Gx2))
13461056,TeamGroup T-Force DDR4-4000 CL18 XTREEM ARGB 화이트 패키지 서린 (16GB(8Gx2))
13568960,SK하이닉스 노트북 DDR4-3200 중고 (4GB)
13603805,SOUTH BRIDGE DDR3-1600 (8GB)
13723130,OLOy DDR4-3600 CL18 BLADE RGB Black 패키지 올로코리아 (16GB(8Gx2))
13723196,OLOy DDR4-3600 CL18 BLADE RGB Black 패키지 (32GB(16Gx2))
13826867,삼성전자 DDR4-2933 ECC/Unbuffered (8GB)
13981076,TeamGroup T-CREATE DDR4-3600 CL18 EXPERT OC10L 패키지 서린 (16GB(8Gx2))
13981106,TeamGroup T-CREATE DDR4-3600 CL18 EXPERT OC10L 패키지 서린 (32GB(16Gx2))
14091533,ArchMemory DDR4-2666 ECC for Synology (16GB)
14130377,삼성전자 노트북 DDR4-2133 중고 (4GB)
14183372,삼성전자 노트북 DDR3-1600 1.35V 중고 (8GB)
14205473,SOUTH BRIDGE 노트북용 DDR3L-1600 1.35V (8GB)
14205968,ESSENCORE KLEVV 노트북 DDR4-3200 CL22 파인인포 (32GB)
14267015,삼성전자 노트북 DDR3-1600 1.35V 중고 (4GB)
14613242,GeIL DDR4-3600 CL18-22-22 SUPER LUCE RGB Sync 블랙 패키지 (16GB(8Gx2))
14679644,삼성전자 노트북 DDR4-3200 중고 (4GB)
14858474,ESSENCORE KLEVV DDR4-3200 CL22 파인인포 (32GB)
14907443,TeamGroup DDR4-3200 Elite 서린 (8GB)
14907467,TeamGroup DDR4-3200 Elite 서린 (16GB)
14907485,TeamGroup DDR4-3200 Elite 서린 (32GB)
14910056,삼성전자 노트북 DDR4-3200 (4GB)
14960162,삼성전자 노트북 DDR4-2400 중고 (4GB)
15072377,V-Color BLACK DDR4-3200 (16GB)
15125060,삼성전자 DDR4-2933 ECC/REG (128GB)
15176300,골든메모리 DDR3-1600 (8GB)
15176405,골든메모리 노트북 DDR3-1600 (8GB)
1518586,삼성전자 DDR3-1600 병행수입 (4GB)
1518590,삼성전자 DDR3-1600 병행수입 (2GB)
1522397,삼성전자 노트북 DDR3-1066 병행수입 (4GB)
